HA,W_R
1.4683,3.9329
0.238,4.9344
1.0149,4.302
-0.0777,5.1915
-2.488,7.1537
-0.5091,5.5427
-2.768,7.3816
2.6823,2.9445
-0.1799,5.2747
-2.3011,7.0015
2.1395,3.3864
-0.3817,5.4389
-1.2498,6.1457
-3.0395,7.6027
-2.1964,6.9163
0.6683,4.5841
-2.3977,7.0802
1.7612,3.6944
2.1066,3.4132
-1.4421,6.3022
2.1067,3.4131
-0.0114,5.1375
-1.6702,6.4879
-2.0704,6.8137
0.4013,4.8015
2.9538,2.7235
-2.9597,7.5377
-1.8998,6.6748
-0.859,5.8275
-0.9626,5.9119
-2.3327,7.0273
-1.7778,6.5755
-2.5971,7.2425
-2.269,6.9754
-1.0643,5.9947
0.2817,4.8989
-2.3877,7.072
1.1916,4.1581
-1.2402,6.1379
2.8775,2.7856
-2.3694,7.0571
-2.7009,7.327
1.8204,3.6462
2.4071,3.1686
2.8869,2.778
-1.3514,6.2284
-3.0604,7.6197
-2.7545,7.3707
1.0045,4.3104
1.84,3.6303
-2.6682,7.3004
-1.2407,6.1383
-1.9029,6.6774
-0.0172,5.1422
-0.6581,5.664
-0.9676,5.9159
-1.1972,6.1028
0.7922,4.4833
0.612,4.63
0.3809,4.8181
0.2311,4.9401
-0.5566,5.5813
2.0681,3.4446
1.2019,4.1497
-1.4006,6.2684
-2.4175,7.0963
-0.2237,5.3103
-0.8514,5.8213
-1.0592,5.9905
-2.8191,7.4232
1.7133,3.7334
0.7876,4.487
0.0844,5.0595
2.6827,2.9442
-1.2012,6.1061
2.3647,3.2031
2.787,2.8593
2.129,3.395
-0.9069,5.8665
2.4249,3.1541
-1.9436,6.7105
1.6422,3.7913
-2.202,6.9209
-1.3965,6.2651
1.5067,3.9016
3.0908,2.612
-0.4206,5.4706
-1.3363,6.2161
1.5098,3.8991
2.4677,3.1192
0.9549,4.3508
2.8273,2.8265
0.5206,4.7044
1.8385,3.6315
3.0288,2.6625
1.0521,4.2717
-3.1005,7.6523
-0.3373,5.4028
-1.4216,6.2855
2.1425,3.384
2.0834,3.4321
2.2759,3.2754
-2.043,6.7914
-0.6604,5.6658
3.1409,2.5712
-2.5228,7.182
1.7144,3.7325
-1.5285,6.3726
-2.9686,7.545
-1.5466,6.3873
2.9827,2.7
0.5569,4.6748
-2.8103,7.4161
0.9521,4.3531
0.434,4.7749
1.1716,4.1744
1.4486,3.9489
-0.2506,5.3322
-2.7893,7.399
-0.8592,5.8277
1.6665,3.7715
-0.7012,5.6991
-2.7472,7.3647
2.3777,3.1925
-1.5937,6.4256
-0.7301,5.7226
3.0922,2.6108
2.514,3.0816
1.2238,4.1319
0.9222,4.3774
0.2553,4.9204
1.9706,3.5239
-0.0419,5.1623
-1.139,6.0555
-2.2652,6.9723
0.7188,4.543
3.0593,2.6376
0.8256,4.4561
-0.945,5.8975
1.9137,3.5703
-0.605,5.6207
0.6353,4.611
-0.6337,5.6441
1.9245,3.5615
2.5086,3.0859
1.6686,3.7698
2.4702,3.1172
1.4847,3.9195
0.238,4.9344
0.1236,5.0276
1.0249,4.2938
-0.3796,5.4372
-1.377,6.2492
-2.721,7.3434
-0.1748,5.2705
-2.5483,7.2028
2.9764,2.7051
-0.8068,5.785
1.215,4.1391
-3.0964,7.649
-0.4524,5.4965
2.4996,3.0933
-1.3378,6.2173
1.7623,3.6935
-2.8496,7.4481
-2.2098,6.9272
0.3815,4.8176
-1.7737,6.5722
-0.1433,5.2449
0.8694,4.4204
-2.7957,7.4042
1.5652,3.854
1.2374,4.1208
-3.0587,7.6183
-2.6825,7.312
3.1276,2.582
-1.1432,6.0589
-1.2814,6.1714
-2.5046,7.1672
1.2747,4.0905
3.0777,2.6226
-0.4489,5.4937
-2.1319,6.8638
-2.6744,7.3054
-1.5504,6.3904
1.22,4.135
-2.6204,7.2615
2.978,2.7038
-1.1324,6.0501
2.9296,2.7432
-1.1102,6.032
-0.3874,5.4436
-1.802,6.5952
-1.466,6.3217
0.7927,4.4829
-3.1132,7.6627
-2.6304,7.2696
-1.6246,6.4508
-0.4701,5.5109
2.4125,3.1642
-0.6674,5.6715
-1.3265,6.2081
0.7412,4.5248
-2.5608,7.213
-3.0282,7.5935
2.849,2.8088
-0.1637,5.2615
-1.8335,6.6209
1.1435,4.1973
1.9718,3.523
-1.6463,6.4685
-0.8998,5.8607
1.9597,3.5328
-2.2704,6.9765
-2.4015,7.0833
2.7572,2.8836
0.3834,4.8161
-0.7251,5.7185
-1.1062,6.0288
2.1887,3.3464
-2.2511,6.9608
0.8865,4.4065
-2.6167,7.2585
-0.3989,5.453
0.5171,4.7072
2.016,3.487
1.6424,3.7911
-2.6681,7.3003
1.0227,4.2956
1.3035,4.067
3.0493,2.6458
-3.0664,7.6246
0.3683,4.8284
-2.0657,6.8099
1.019,4.2986
0.343,4.849
-2.2813,6.9854
-1.3518,6.2287
-2.6819,7.3115
2.7274,2.9078
-2.3937,7.0769
-1.0367,5.9722
1.8429,3.6279
-3.0641,7.6227
-2.8043,7.4112
2.6399,2.9791
-1.9324,6.7014
2.2961,3.2589
-1.6474,6.4694
2.1386,3.3872
-0.0193,5.1439
-2.9654,7.5423
0.618,4.6251
1.4521,3.946
1.4491,3.9485
-2.8227,7.4262
1.2376,4.1207
2.1976,3.3391
-1.8375,6.6241
2.1059,3.4138
-2.4534,7.1255
2.9381,2.7363
0.2333,4.9383
-2.649,7.2848
-0.8211,5.7967
-0.7044,5.7017
-2.2731,6.9787
-2.6864,7.3152
-0.0059,5.133
0.3359,4.8547
-2.515,7.1757
-2.1181,6.8526
2.1417,3.3846
2.8323,2.8224
2.1241,3.399
-2.1732,6.8974
-0.2615,5.3411
-2.1248,6.858
-2.9807,7.5548
-2.2651,6.9722
0.4154,4.79
-2.1388,6.8694
-1.2105,6.1137
-2.8809,7.4736
-1.0598,5.991
-2.2148,6.9313
-0.2312,5.3164
1.9298,3.5571
