HA,W_L
-0.9974,5.2563
0.9614,10.0403
-1.763,3.3865
-2.6891,1.1247
-0.1173,7.4058
-2.2453,2.2086
-2.2534,2.1888
2.1008,12.8231
-1.5547,3.8953
-1.3652,4.3581
1.8153,12.1258
-1.9808,2.8546
-0.6807,6.0298
-2.5086,1.5655
-0.1865,7.2368
2.3487,13.4286
1.8877,12.3027
2.159,12.9652
1.3023,10.8729
1.4161,11.1509
-3.0329,0.285
2.7414,14.3876
1.4078,11.1306
-1.9681,2.8856
2.0196,12.6248
0.2233,8.2377
1.5144,11.3909
-3.1277,0.0535
0.486,8.8793
-1.2091,4.7393
0.1782,8.1275
-0.201,7.2014
-0.3619,6.8084
-1.0321,5.1716
-1.0544,5.1171
2.0061,12.5918
-1.861,3.1472
-1.8778,3.1061
-0.1746,7.2659
0.2436,8.2873
1.1596,10.5244
0.7782,9.5929
-0.2367,7.1142
-0.723,5.9265
-0.6016,6.223
-3.1196,0.0733
-1.4295,4.201
1.5355,11.4425
-1.2958,4.5276
-1.2969,4.5249
2.057,12.7161
-2.4091,1.8085
1.4368,11.2014
-0.2681,7.0375
-0.6092,6.2045
-1.6379,3.6921
2.4426,13.6579
1.5481,11.4732
0.6524,9.2857
-1.3084,4.4968
2.0202,12.6263
0.8652,9.8054
2.4256,13.6164
1.7992,12.0865
-3.0731,0.1869
-1.5608,3.8804
-1.8367,3.2065
-1.161,4.8568
1.3834,11.071
-2.9292,0.5383
-3.0158,0.3268
3.0186,15.0647
-0.8838,5.5338
2.3826,13.5114
-2.9283,0.5405
-1.6393,3.6886
1.1435,10.4851
0.0073,7.7101
-2.7397,1.0011
2.7344,14.3706
-3.1118,0.0923
3.0433,15.125
-2.7791,0.9049
2.8312,14.607
1.6174,11.6425
-0.433,6.6348
-1.9258,2.9889
-0.9019,5.4896
0.5628,9.0668
0.741,9.5021
2.1646,12.9789
0.5085,8.9342
0.6186,9.2031
0.413,8.701
2.9782,14.966
-1.6887,3.568
-0.8648,5.5802
2.2444,13.1738
-0.4632,6.561
-1.7611,3.3912
1.6827,11.802
-1.4627,4.1199
-2.0261,2.7439
2.3612,13.4591
-0.3705,6.7874
-1.1265,4.941
-2.6826,1.1406
1.4663,11.2735
2.7676,14.4516
0.2106,8.2067
-1.0387,5.1555
-3.054,0.2335
-1.6619,3.6334
-0.9081,5.4744
1.8421,12.1913
-2.6319,1.2644
2.6499,14.1642
-0.0763,7.506
-2.3773,1.8862
0.3808,8.6223
1.6434,11.706
2.1582,12.9633
2.4046,13.5651
-0.2981,6.9643
1.6211,11.6515
1.323,10.9235
-1.845,3.1862
1.0736,10.3144
-1.394,4.2877
-2.8534,0.7234
2.5332,13.8792
-1.3864,4.3063
-1.8614,3.1462
-1.4944,4.0425
2.1398,12.9184
0.2193,8.2279
-0.7798,5.7878
-2.7044,1.0873
-0.8602,5.5914
1.8745,12.2704
-2.5527,1.4578
-0.24,7.1062
0.5853,9.1218
2.4355,13.6405
-1.6215,3.7321
2.9078,14.794
-2.2437,2.2125
0.0775,7.8816
-0.5397,6.3742
0.045,7.8022
2.5896,14.0169
-2.0144,2.7725
-2.6659,1.1814
2.3074,13.3277
1.0139,10.1686
1.4672,11.2757
0.8304,9.7204
2.826,14.5943
0.2656,8.341
-2.9216,0.5569
-0.0956,7.4588
-1.6987,3.5436
0.932,9.9685
-2.6215,1.2898
-1.5732,3.8501
-0.7226,5.9275
2.8579,14.6722
0.9219,9.9439
-2.7766,0.911
-1.4411,4.1727
1.3849,11.0747
2.3507,13.4334
-1.5327,3.949
-1.8091,3.2739
1.0714,10.309
1.2137,10.6565
-1.1695,4.836
-2.9882,0.3942
2.2948,13.2969
-1.9793,2.8582
2.697,14.2792
1.8547,12.2221
2.9843,14.9809
-0.1524,7.3201
-2.9227,0.5542
-2.9508,0.4855
1.2893,10.8412
2.7798,14.4814
-1.9593,2.9071
0.0055,7.7057
2.0502,12.6995
1.5615,11.506
-2.0327,2.7278
-0.138,7.3553
0.6502,9.2803
0.5466,9.0273
2.5056,13.8118
0.1268,8.002
-0.9798,5.2993
-1.5184,3.9839
-2.7984,0.8578
-1.5574,3.8887
1.7338,11.9268
1.3672,11.0314
2.6115,14.0704
-0.9559,5.3577
1.9255,12.395
-2.0077,2.7889
1.576,11.5414
2.3862,13.5201
-2.1453,2.4528
-2.4374,1.7394
0.0471,7.8073
0.1367,8.0262
0.3574,8.5652
2.2439,13.1726
-2.8551,0.7193
0.5412,9.0141
2.9691,14.9438
-0.1794,7.2542
-2.5186,1.5411
1.9449,12.4424
1.5466,11.4696
2.3023,13.3152
-0.6949,5.9951
0.9112,9.9177
-1.8025,3.29
2.9907,14.9965
-0.6987,5.9859
1.4796,11.3059
0.5838,9.1181
1.5543,11.4884
-1.41,4.2487
-2.864,0.6975
3.0229,15.0752
3.0778,15.2092
1.359,11.0114
2.4205,13.6039
0.5373,9.0046
0.0639,7.8484
-1.7102,3.5155
1.6709,11.7732
3.0387,15.1137
-2.2146,2.2836
-2.638,1.2495
-0.4373,6.6243
-2.2686,2.1517
-0.4482,6.5977
2.9243,14.8343
-2.738,1.0053
2.3315,13.3865
-2.558,1.4449
1.3699,11.038
-2.5171,1.5448
-1.0162,5.2104
2.906,14.7897
-2.6412,1.2417
0.2542,8.3131
-0.0802,7.4964
1.4636,11.2669
2.3866,13.5211
-2.7634,0.9432
-2.8616,0.7034
1.584,11.5609
2.3215,13.3621
-2.3036,2.0662
-2.4622,1.6789
-1.1008,5.0038
0.4229,8.7252
-0.5851,6.2633
2.4871,13.7666
-1.1973,4.7681
-0.3557,6.8236
-2.539,1.4913
1.458,11.2532
1.9874,12.5462
0.2314,8.2575
0.0746,7.8745
1.0778,10.3246
-1.4813,4.0745
0.3106,8.4509
-0.6983,5.9868
