HA,W_R
-2.1187,12.8668
0.7427,5.8784
0.9469,5.3797
-0.9974,10.1283
0.9614,5.3443
-1.763,11.9981
-2.6891,14.2599
-0.1173,7.9788
-2.2453,13.176
-2.2534,13.1958
2.1008,2.5615
-1.5547,11.4894
-1.3652,11.0265
1.8153,3.2588
-1.9808,12.53
-0.6807,9.3548
-2.5086,13.8191
-0.1865,8.1478
2.3487,1.9561
1.8877,3.082
2.159,2.4194
1.3023,4.5117
1.4161,4.2338
-3.0329,15.0996
2.7414,0.997
1.4078,4.254
-1.9681,12.499
2.0196,2.7598
0.2233,7.1469
1.5144,3.9937
-3.1277,15.3311
0.486,6.5053
-1.2091,10.6453
0.1782,7.2571
-0.201,8.1832
-0.3619,8.5762
-1.0321,10.213
-1.0544,10.2675
2.0061,2.7928
-1.861,12.2374
-1.8778,12.2785
-0.1746,8.1187
0.2436,7.0974
1.1596,4.8602
0.7782,5.7917
-0.2367,8.2704
-0.723,9.4581
-0.6016,9.1616
-3.1196,15.3113
-1.4295,11.1836
1.5355,3.9421
-1.2958,10.857
-1.2969,10.8597
2.057,2.6685
-2.4091,13.5761
1.4368,4.1832
-0.2681,8.3471
-0.6092,9.1802
-1.6379,11.6926
2.4426,1.7267
1.5481,3.9114
0.6524,6.0989
-1.3084,10.8878
2.0202,2.7584
0.8652,5.5792
2.4256,1.7682
1.7992,3.2981
-3.0731,15.1978
-1.5608,11.5043
-1.8367,12.1781
-1.161,10.5278
1.3834,4.3136
-2.9292,14.8463
-3.0158,15.0578
3.0186,0.32
-0.8838,9.8508
2.3826,1.8733
-2.9283,14.8441
-1.6393,11.696
1.1435,4.8995
0.0073,7.6745
-2.7397,14.3835
2.7344,1.0141
-3.1118,15.2923
3.0433,0.2596
-2.7791,14.4797
2.8312,0.7776
1.6174,3.7421
-0.433,8.7498
-1.9258,12.3957
-0.9019,9.895
0.5628,6.3178
0.741,5.8826
2.1646,2.4057
0.5085,6.4504
0.6186,6.1815
0.413,6.6836
2.9782,0.4186
-1.6887,11.8166
-0.8648,9.8044
2.2444,2.2108
-0.4632,8.8236
-1.7611,11.9935
1.6827,3.5826
-1.4627,11.2647
-2.0261,12.6407
2.3612,1.9255
-0.3705,8.5972
-1.1265,10.4436
-2.6826,14.244
1.4663,4.1112
2.7676,0.933
0.2106,7.178
-1.0387,10.2291
-3.054,15.1511
-1.6619,11.7512
-0.9081,9.9102
1.8421,3.1933
-2.6319,14.1202
2.6499,1.2204
-0.0763,7.8787
-2.3773,13.4984
0.3808,6.7623
1.6434,3.6786
2.1582,2.4213
2.4046,1.8195
-0.2981,8.4204
1.6211,3.7331
1.323,4.4611
-1.845,12.1984
1.0736,5.0702
-1.394,11.0969
-2.8534,14.6612
2.5332,1.5055
-1.3864,11.0783
-1.8614,12.2384
-1.4944,11.3421
2.1398,2.4663
0.2193,7.1567
-0.7798,9.5968
-2.7044,14.2973
-0.8602,9.7932
1.8745,3.1142
-2.5527,13.9268
-0.24,8.2785
0.5853,6.2628
2.4355,1.7441
-1.6215,11.6525
2.9078,0.5906
-2.2437,13.1721
0.0775,7.503
-0.5397,9.0104
0.045,7.5824
2.5896,1.3677
-2.0144,12.6121
-2.6659,14.2033
2.3074,2.0569
1.0139,5.2161
1.4672,4.109
0.8304,5.6642
2.826,0.7903
0.2656,7.0436
-2.9216,14.8278
-0.0956,7.9258
-1.6987,11.8411
0.932,5.4161
-2.6215,14.0948
-1.5732,11.5345
-0.7226,9.4571
2.8579,0.7124
0.9219,5.4407
-2.7766,14.4736
-1.4411,11.2119
1.3849,4.31
2.3507,1.9512
-1.5327,11.4356
-1.8091,12.1107
1.0714,5.0756
1.2137,4.7281
-1.1695,10.5486
-2.9882,14.9904
2.2948,2.0877
-1.9793,12.5264
2.697,1.1054
1.8547,3.1626
2.9843,0.4037
-0.1524,8.0645
-2.9227,14.8304
-2.9508,14.8991
1.2893,4.5434
2.7798,0.9032
-1.9593,12.4775
0.0055,7.6789
2.0502,2.6851
1.5615,3.8786
-2.0327,12.6568
-0.138,8.0293
0.6502,6.1043
0.5466,6.3573
2.5056,1.5729
0.1268,7.3826
-0.9798,10.0853
-1.5184,11.4007
-2.7984,14.5269
-1.5574,11.496
1.7338,3.4578
1.3672,4.3532
2.6115,1.3142
-0.9559,10.0269
1.9255,2.9896
-2.0077,12.5957
1.576,3.8432
2.3862,1.8645
-2.1453,12.9318
-2.4374,13.6452
0.0471,7.5773
0.1367,7.3584
0.3574,6.8194
2.2439,2.212
-2.8551,14.6653
0.5412,6.3705
2.9691,0.4409
-0.1794,8.1305
-2.5186,13.8435
1.9449,2.9423
1.5466,3.915
2.3023,2.0694
-0.6949,9.3895
0.9112,5.4669
-1.8025,12.0946
2.9907,0.3881
-0.6987,9.3987
1.4796,4.0787
0.5838,6.2665
1.5543,3.8962
-1.41,11.136
-2.864,14.6871
3.0229,0.3095
3.0778,0.1754
1.359,4.3732
2.4205,1.7807
0.5373,6.3801
0.0639,7.5362
-1.7102,11.8691
1.6709,3.6115
3.0387,0.2709
-2.2146,13.101
-2.638,14.1351
-0.4373,8.7603
-2.2686,13.2329
-0.4482,8.7869
2.9243,0.5503
-2.738,14.3793
2.3315,1.9981
-2.558,13.9397
1.3699,4.3466
-2.5171,13.8398
-1.0162,10.1742
2.906,0.595
-2.6412,14.1429
0.2542,7.0715
-0.0802,7.8882
1.4636,4.1177
2.3866,1.8635
-2.7634,14.4414
-2.8616,14.6812
1.584,3.8237
2.3215,2.0225
-2.3036,13.3184
-2.4622,13.7058
-1.1008,10.3808
0.4229,6.6595
-0.5851,9.1213
2.4871,1.618
-1.1973,10.6165
-0.3557,8.561
-2.539,13.8933
1.458,4.1314
1.9874,2.8385
0.2314,7.1272
0.0746,7.5101
1.0778,5.06
-1.4813,11.3101
0.3106,6.9337
-0.6983,9.3978
