HA,W_L
-2.3782,3.1921
-0.7359,4.5291
1.4683,6.3236
0.238,5.322
1.0149,5.9544
-0.0777,5.0649
-2.488,3.1027
-0.5091,4.7137
-2.768,2.8748
2.6823,7.3119
-0.1799,4.9817
-2.3011,3.2549
2.1395,6.87
-0.3817,4.8175
-1.2498,4.1107
-3.0395,2.6537
-2.1964,3.3401
0.6683,5.6723
-2.3977,3.1762
1.7612,6.562
2.1066,6.8432
-1.4421,3.9542
2.1067,6.8433
-0.0114,5.1189
-1.6702,3.7685
-2.0704,3.4427
0.4013,5.4549
2.9538,7.5329
-2.9597,2.7187
-1.8998,3.5816
-0.859,4.4289
-0.9626,4.3445
-2.3327,3.2291
-1.7778,3.6809
-2.5971,3.0139
-2.269,3.281
-1.0643,4.2618
0.2817,5.3575
-2.3877,3.1844
1.1916,6.0983
-1.2402,4.1186
2.8775,7.4708
-2.3694,3.1993
-2.7009,2.9294
1.8204,6.6102
2.4071,7.0878
2.8869,7.4784
-1.3514,4.028
-3.0604,2.6367
-2.7545,2.8858
1.0045,5.946
1.84,6.6262
-2.6682,2.956
-1.2407,4.1181
-1.9029,3.579
-0.0172,5.1142
-0.6581,4.5924
-0.9676,4.3405
-1.1972,4.1536
0.7922,5.7731
0.612,5.6264
0.3809,5.4383
0.2311,5.3163
-0.5566,4.6751
2.0681,6.8119
1.2019,6.1067
-1.4006,3.988
-2.4175,3.1601
-0.2237,4.9461
-0.8514,4.4351
-1.0592,4.2659
-2.8191,2.8332
1.7133,6.523
0.7876,5.7694
0.0844,5.1969
2.6827,7.3122
-1.2012,4.1503
2.3647,7.0533
2.787,7.3971
2.129,6.8614
-0.9069,4.3899
2.4249,7.1023
-1.9436,3.5459
1.6422,6.4651
-2.202,3.3356
-1.3965,3.9913
1.5067,6.3548
3.0908,7.6444
-0.4206,4.7858
-1.3363,4.0403
1.5098,6.3573
2.4677,7.1372
0.9549,5.9056
2.8273,7.4299
0.5206,5.552
1.8385,6.6249
3.0288,7.594
1.0521,5.9847
-3.1005,2.6041
-0.3373,4.8536
-1.4216,3.9709
2.1425,6.8724
2.0834,6.8243
2.2759,6.981
-2.043,3.465
-0.6604,4.5906
3.1409,7.6852
-2.5228,3.0744
1.7144,6.5239
-1.5285,3.8838
-2.9686,2.7115
-1.5466,3.8691
2.9827,7.5564
0.5569,5.5816
-2.8103,2.8403
0.9521,5.9033
0.434,5.4815
1.1716,6.082
1.4486,6.3075
-0.2506,4.9242
-2.7893,2.8574
-0.8592,4.4287
1.6665,6.4849
-0.7012,4.5574
-2.7472,2.8917
2.3777,7.0639
-1.5937,3.8308
-0.7301,4.5338
3.0922,7.6456
2.514,7.1749
1.2238,6.1245
0.9222,5.879
0.2553,5.336
1.9706,6.7325
-0.0419,5.0941
-1.139,4.2009
-2.2652,3.2841
0.7188,5.7134
3.0593,7.6188
0.8256,5.8003
-0.945,4.3589
1.9137,6.6862
-0.605,4.6357
0.6353,5.6454
-0.6337,4.6123
1.9245,6.6949
2.5086,7.1705
1.6686,6.4866
2.4702,7.1392
1.4847,6.3369
0.238,5.322
0.1236,5.2288
1.0249,5.9626
-0.3796,4.8192
-1.377,4.0072
-2.721,2.913
-0.1748,4.9859
-2.5483,3.0536
2.9764,7.5513
-0.8068,4.4714
1.215,6.1173
-3.0964,2.6074
-0.4524,4.7599
2.4996,7.1631
-1.3378,4.0391
1.7623,6.5629
-2.8496,2.8083
-2.2098,3.3292
0.3815,5.4388
-1.7737,3.6842
-0.1433,5.0115
0.8694,5.836
-2.7957,2.8522
1.5652,6.4024
1.2374,6.1356
-3.0587,2.6381
-2.6825,2.9444
3.1276,7.6744
-1.1432,4.1975
-1.2814,4.085
-2.5046,3.0892
1.2747,6.1659
3.0777,7.6338
-0.4489,4.7628
-2.1319,3.3926
-2.6744,2.951
-1.5504,3.866
1.22,6.1214
-2.6204,2.9949
2.978,7.5526
-1.1324,4.2063
2.9296,7.5132
-1.1102,4.2244
-0.3874,4.8128
-1.802,3.6612
-1.466,3.9347
0.7927,5.7735
-3.1132,2.5937
-2.6304,2.9868
-1.6246,3.8056
-0.4701,4.7455
2.4125,7.0922
-0.6674,4.5849
-1.3265,4.0483
0.7412,5.7316
-2.5608,3.0435
-3.0282,2.6629
2.849,7.4476
-0.1637,4.9949
-1.8335,3.6355
1.1435,6.0591
1.9718,6.7335
-1.6463,3.7879
-0.8998,4.3957
1.9597,6.7236
-2.2704,3.2799
-2.4015,3.1731
2.7572,7.3728
0.3834,5.4403
-0.7251,4.5379
-1.1062,4.2276
2.1887,6.91
-2.2511,3.2956
0.8865,5.8499
-2.6167,2.9979
-0.3989,4.8035
0.5171,5.5492
2.016,6.7694
1.6424,6.4653
-2.6681,2.9561
1.0227,5.9608
1.3035,6.1894
3.0493,7.6106
-3.0664,2.6318
0.3683,5.428
-2.0657,3.4465
1.019,5.9578
0.343,5.4074
-2.2813,3.271
-1.3518,4.0277
-2.6819,2.9449
2.7274,7.3486
-2.3937,3.1795
-1.0367,4.2842
1.8429,6.6285
-3.0641,2.6337
-2.8043,2.8452
2.6399,7.2774
-1.9324,3.555
2.2961,6.9975
-1.6474,3.7871
2.1386,6.8692
-0.0193,5.1125
-2.9654,2.7141
0.618,5.6313
1.4521,6.3104
1.4491,6.3079
-2.8227,2.8302
1.2376,6.1357
2.1976,6.9173
-1.8375,3.6323
2.1059,6.8426
-2.4534,3.1309
2.9381,7.5201
0.2333,5.3181
-2.649,2.9716
-0.8211,4.4597
-0.7044,4.5548
-2.2731,3.2777
-2.6864,2.9412
-0.0059,5.1234
0.3359,5.4017
-2.515,3.0807
-2.1181,3.4039
2.1417,6.8718
2.8323,7.434
2.1241,6.8574
-2.1732,3.359
-0.2615,4.9153
-2.1248,3.3984
-2.9807,2.7016
-2.2651,3.2842
0.4154,5.4664
-2.1388,3.387
-1.2105,4.1427
-2.8809,2.7829
-1.0598,4.2654
-2.2148,3.3251
-0.2312,4.94
1.9298,6.6993
